Participant,Game,TotalScore,Bonus,Flight,Fortress,Mine,Press,Type
sub-001,G01,1250,NA,NA,1250,NA,355,monotask
sub-001,G02,1590,850,-420,500,660,352,multitask
sub-001,G03,1595,NA,-155,1750,NA,339,monotask
sub-001,G04,1985,550,-405,750,1090,393,multitask
sub-001,G05,1465,NA,-35,1500,NA,397,monotask
sub-001,G06,1895,700,-545,750,990,380,multitask
sub-001,G07,1415,NA,-85,1500,NA,403,monotask
sub-001,G08,1425,600,-555,500,880,399,multitask
sub-001,G09,1930,NA,-70,2000,NA,439,monotask
sub-001,G10,1945,800,-405,750,800,401,multitask
sub-002,G01,-355,NA,-855,500,NA,298,monotask
sub-002,G02,-270,400,-1460,250,540,282,multitask
sub-002,G03,-160,NA,-660,500,NA,320,monotask
sub-002,G04,-1090,550,-2320,250,430,277,multitask
sub-002,G05,-265,NA,-765,500,NA,293,monotask
sub-002,G06,-870,400,-1860,250,340,310,multitask
sub-002,G07,-875,NA,-1125,250,NA,319,monotask
sub-002,G08,-410,50,-1330,250,620,280,multitask
sub-002,G09,-640,NA,-1140,500,NA,313,monotask
sub-002,G10,-810,350,-1650,NA,490,304,multitask
sub-003,G01,1500,NA,NA,1500,NA,350,monotask
sub-003,G02,1540,300,-220,500,960,365,multitask
sub-003,G03,1200,NA,-50,1250,NA,337,monotask
sub-003,G04,1600,550,NA,500,550,357,multitask
sub-003,G05,1700,NA,-50,1750,NA,388,monotask
sub-003,G06,1640,550,-150,500,740,368,multitask
sub-003,G07,1750,NA,NA,1750,NA,391,monotask
sub-003,G08,1940,300,-150,1000,790,362,multitask
sub-003,G09,1600,NA,-150,1750,NA,428,monotask
sub-003,G10,2550,550,-100,1000,1100,375,multitask
sub-004,G01,1750,NA,NA,1750,NA,336,monotask
sub-004,G02,1580,450,-100,500,730,389,multitask
sub-004,G03,2200,NA,-50,2250,NA,328,monotask
sub-004,G04,1860,400,-150,750,860,365,multitask
sub-004,G05,2500,NA,NA,2500,NA,355,monotask
sub-004,G06,2450,550,-100,1000,1000,339,multitask
sub-004,G07,3000,NA,NA,3000,NA,438,monotask
sub-004,G08,2900,550,-300,1750,900,454,multitask
sub-004,G09,3115,NA,-135,3250,NA,503,monotask
sub-004,G10,3990,850,-100,2250,990,501,multitask
sub-005,G01,1175,NA,-325,1500,NA,318,monotask
sub-005,G02,-125,100,-1175,750,200,329,multitask
sub-005,G03,565,NA,-685,1250,NA,340,monotask
sub-005,G04,-960,350,-2220,500,410,291,multitask
sub-005,G05,1015,NA,-485,1500,NA,296,monotask
sub-005,G06,130,250,-1330,500,710,305,multitask
sub-005,G07,215,NA,-785,1000,NA,328,monotask
sub-005,G08,-420,300,-1280,500,60,286,multitask
sub-005,G09,615,NA,-635,1250,NA,311,monotask
sub-005,G10,65,300,-1085,500,350,281,multitask
sub-006,G01,1250,NA,NA,1250,NA,349,monotask
sub-006,G02,1240,200,-350,750,640,340,multitask
sub-006,G03,1400,NA,-100,1500,NA,331,monotask
sub-006,G04,1470,250,-100,750,570,336,multitask
sub-006,G05,2715,NA,-35,2750,NA,486,monotask
sub-006,G06,1630,450,-120,750,550,391,multitask
sub-006,G07,2500,NA,NA,2500,NA,425,monotask
sub-006,G08,2270,500,-120,1250,640,378,multitask
sub-006,G09,2700,NA,-50,2750,NA,477,monotask
sub-006,G10,1320,500,-420,750,490,337,multitask
sub-007,G01,2955,NA,-295,3250,NA,526,monotask
sub-007,G02,2130,900,-660,1000,890,470,multitask
sub-007,G03,3155,NA,-345,3500,NA,545,monotask
sub-007,G04,2595,700,-335,1250,980,515,multitask
sub-007,G05,3000,NA,-500,3500,NA,672,monotask
sub-007,G06,2965,750,-525,1750,990,508,multitask
sub-007,G07,3560,NA,-440,4000,NA,634,monotask
sub-007,G08,3015,50,-185,2000,1150,524,multitask
sub-007,G09,4280,NA,-470,4750,NA,678,monotask
sub-007,G10,3110,900,-570,1750,1030,516,multitask
sub-008,G01,-515,NA,-1015,500,NA,297,monotask
sub-008,G02,280,300,-870,250,600,316,multitask
sub-008,G03,120,NA,-630,750,NA,306,monotask
sub-008,G04,815,600,-965,500,680,323,multitask
sub-008,G05,-130,NA,-880,750,NA,300,monotask
sub-008,G06,795,800,-1045,250,790,322,multitask
sub-008,G07,595,NA,-405,1000,NA,311,monotask
sub-008,G08,845,550,-645,500,440,319,multitask
sub-008,G09,-120,NA,-870,750,NA,352,monotask
sub-008,G10,1175,350,-525,500,850,329,multitask
sub-009,G01,1530,NA,-220,1750,NA,475,monotask
sub-009,G02,2115,800,-85,750,650,498,multitask
sub-009,G03,2330,NA,-170,2500,NA,578,monotask
sub-009,G04,2460,600,-100,1000,960,471,multitask
sub-009,G05,2815,NA,-185,3000,NA,536,monotask
sub-009,G06,2190,1050,-50,750,440,424,multitask
sub-009,G07,4250,NA,NA,4250,NA,562,monotask
sub-009,G08,3310,1000,-150,1500,960,503,multitask
sub-009,G09,3415,NA,-85,3500,NA,567,monotask
sub-009,G10,2795,450,-185,1500,1030,531,multitask
sub-010,G01,4250,NA,NA,4250,NA,1170,monotask
sub-010,G02,2890,100,-150,2000,940,841,multitask
sub-010,G03,5795,NA,-205,6000,NA,1201,monotask
sub-010,G04,4130,200,-200,3500,630,962,multitask
sub-010,G05,6420,NA,-580,7000,NA,1226,monotask
sub-010,G06,5300,550,-50,4000,800,908,multitask
sub-010,G07,8130,NA,-370,8500,NA,1168,monotask
sub-010,G08,4670,50,-100,4000,720,873,multitask
sub-010,G09,8160,NA,-840,9000,NA,1180,monotask
sub-010,G10,5550,700,-150,4000,1000,851,multitask
sub-011,G01,-1080,NA,-1580,500,NA,213,monotask
sub-011,G02,-1605,50,-1955,250,50,212,multitask
sub-011,G03,-345,NA,-845,500,NA,196,monotask
sub-011,G04,-1295,-200,-2165,500,570,232,multitask
sub-011,G05,-830,NA,-1330,500,NA,204,monotask
sub-011,G06,-1355,100,-2055,250,350,204,multitask
sub-011,G07,-250,NA,-1000,750,NA,253,monotask
sub-011,G08,-1750,450,-2850,500,150,241,multitask
sub-011,G09,535,NA,-465,1000,NA,313,monotask
sub-011,G10,-1300,300,-1850,250,0,254,multitask
sub-012,G01,315,NA,-685,1000,NA,361,monotask
sub-012,G02,-410,150,-1050,250,240,371,multitask
sub-012,G03,1030,NA,-220,1250,NA,341,monotask
sub-012,G04,955,100,-435,500,790,361,multitask
sub-012,G05,315,NA,-685,1000,NA,352,monotask
sub-012,G06,1240,150,-490,750,830,366,multitask
sub-012,G07,900,NA,-350,1250,NA,398,monotask
sub-012,G08,1330,500,-590,750,670,401,multitask
sub-012,G09,775,NA,-475,1250,NA,370,monotask
sub-012,G10,1620,400,-520,750,990,380,multitask
sub-013,G01,45,NA,-205,250,NA,375,monotask
sub-013,G02,1380,350,-240,250,1020,363,multitask
sub-013,G03,315,NA,-185,500,NA,359,monotask
sub-013,G04,190,250,-810,250,500,361,multitask
sub-013,G05,460,NA,-290,750,NA,364,monotask
sub-013,G06,1495,800,-275,250,720,350,multitask
sub-013,G07,465,NA,-35,500,NA,291,monotask
sub-013,G08,935,350,-335,250,670,337,multitask
sub-013,G09,130,NA,-370,500,NA,330,monotask
sub-013,G10,1665,600,-185,250,1000,344,multitask
sub-014,G01,2500,NA,NA,2500,NA,409,monotask
sub-014,G02,1185,200,-435,1000,420,344,multitask
sub-014,G03,3430,NA,-70,3500,NA,451,monotask
sub-014,G04,1815,200,-505,1250,870,359,multitask
sub-014,G05,3680,NA,-70,3750,NA,512,monotask
sub-014,G06,2070,-150,-220,1500,940,359,multitask
sub-014,G07,4250,NA,NA,4250,NA,562,monotask
sub-014,G08,2095,400,-505,1500,700,380,multitask
sub-014,G09,3680,NA,-70,3750,NA,530,monotask
sub-014,G10,2840,800,-150,1750,440,433,multitask
sub-015,G01,1500,NA,NA,1500,NA,360,monotask
sub-015,G02,2050,800,-370,750,870,302,multitask
sub-015,G03,2250,NA,NA,2250,NA,350,monotask
sub-015,G04,1980,400,-350,1000,930,323,multitask
sub-015,G05,3250,NA,NA,3250,NA,317,monotask
sub-015,G06,2870,600,-150,1250,1170,354,multitask
sub-015,G07,4500,NA,NA,4500,NA,376,monotask
sub-015,G08,3340,700,-200,2000,840,357,multitask
sub-015,G09,5150,NA,-100,5250,NA,442,monotask
sub-015,G10,3680,700,-100,2000,1080,394,multitask
sub-016,G01,45,NA,-705,750,NA,396,monotask
sub-016,G02,420,300,-490,500,110,404,multitask
sub-016,G03,995,NA,-255,1250,NA,399,monotask
sub-016,G04,-400,400,-1410,500,110,375,multitask
sub-016,G05,620,NA,-630,1250,NA,365,monotask
sub-016,G06,-785,200,-1895,500,410,343,multitask
sub-016,G07,1045,NA,-705,1750,NA,341,monotask
sub-016,G08,550,450,-970,750,320,373,multitask
sub-016,G09,390,NA,-860,1250,NA,397,monotask
sub-016,G10,660,700,-610,500,70,405,multitask
sub-017,G01,680,NA,-70,750,NA,436,monotask
sub-017,G02,1455,400,-135,250,940,408,multitask
sub-017,G03,1000,NA,NA,1000,NA,428,monotask
sub-017,G04,755,100,-705,500,860,390,multitask
sub-017,G05,1250,NA,NA,1250,NA,451,monotask
sub-017,G06,1855,450,-35,500,940,452,multitask
sub-017,G07,1500,NA,NA,1500,NA,424,monotask
sub-017,G08,1385,200,-205,500,890,379,multitask
sub-017,G09,1500,NA,NA,1500,NA,435,monotask
sub-017,G10,2380,900,-100,500,1080,391,multitask
sub-018,G01,-350,NA,-850,500,NA,361,monotask
sub-018,G02,-620,0,-1140,250,270,287,multitask
sub-018,G03,-410,NA,-1160,750,NA,388,monotask
sub-018,G04,-410,NA,-1160,750,NA,388,multitask
sub-018,G05,-450,0,-1280,500,330,329,monotask
sub-018,G06,250,0,-730,500,480,339,multitask
sub-018,G07,15,NA,-735,750,NA,336,monotask
sub-018,G08,585,-100,-465,250,900,334,multitask
sub-018,G09,310,NA,-440,750,NA,358,monotask
sub-018,G10,-140,100,-1370,500,630,322,multitask
sub-019,G01,880,NA,-120,1000,NA,251,monotask
sub-019,G02,350,0,-540,250,640,221,multitask
sub-019,G03,1490,NA,-260,1750,NA,266,monotask
sub-019,G04,1405,50,-505,1000,860,286,multitask
sub-019,G05,1420,NA,-330,1750,NA,302,monotask
sub-019,G06,425,250,-775,250,700,263,multitask
sub-019,G07,2165,NA,-85,2250,NA,319,monotask
sub-019,G08,1235,250,-625,750,860,267,multitask
sub-019,G09,2645,NA,-105,2750,NA,396,monotask
sub-019,G10,440,150,-1030,500,820,279,multitask
sub-020,G01,230,NA,-520,750,NA,386,monotask
sub-020,G02,-1605,-150,-1775,250,70,305,multitask
sub-020,G03,-75,NA,-575,500,NA,399,monotask
sub-020,G04,-320,0,-1250,500,430,386,multitask
sub-020,G05,195,NA,-1055,1250,NA,418,monotask
sub-020,G06,-1035,100,-1705,250,320,326,multitask
sub-020,G07,745,NA,-755,1500,NA,465,monotask
sub-020,G08,-550,100,-1550,750,150,371,multitask
sub-020,G09,995,NA,-1005,2000,NA,432,monotask
sub-020,G10,140,100,-1100,750,390,405,multitask
sub-021,G01,2000,NA,NA,2000,NA,734,monotask
sub-021,G02,1745,750,-135,250,880,471,multitask
sub-021,G03,1780,NA,-470,2250,NA,704,monotask
sub-021,G04,1530,800,-400,250,880,472,multitask
sub-021,G05,1915,NA,-335,2250,NA,778,monotask
sub-021,G06,1940,850,-270,500,860,575,multitask
sub-021,G07,1980,NA,-520,2500,NA,818,monotask
sub-021,G08,2190,750,-100,500,1040,502,multitask
sub-021,G09,2330,NA,-420,2750,NA,830,monotask
sub-021,G10,2080,700,-300,750,930,514,multitask
sub-022,G01,205,NA,-545,750,NA,310,monotask
sub-022,G02,850,200,-940,500,1090,305,multitask
sub-022,G03,1025,NA,-225,1250,NA,367,monotask
sub-022,G04,1605,800,-525,500,830,312,multitask
sub-022,G05,880,NA,-870,1750,NA,327,monotask
sub-022,G06,750,550,-1190,500,890,274,multitask
sub-022,G07,1710,NA,-290,2000,NA,349,monotask
sub-022,G08,1320,850,-1000,500,970,291,multitask
sub-022,G09,2145,NA,-105,2250,NA,396,monotask
sub-022,G10,1390,550,-730,500,1070,270,multitask
sub-023,G01,615,NA,-135,750,NA,363,monotask
sub-023,G02,-845,-100,-555,NA,-190,380,multitask
sub-023,G03,280,NA,-470,750,NA,366,monotask
sub-023,G04,-1030,-250,-930,500,-350,323,multitask
sub-023,G05,700,NA,-50,750,NA,367,monotask
sub-023,G06,-1345,-200,-1365,250,-30,318,multitask
sub-023,G07,1450,NA,-50,1500,NA,375,monotask
sub-023,G08,-990,-50,-1370,250,180,366,multitask
sub-023,G09,1200,NA,-50,1250,NA,363,monotask
sub-023,G10,-640,-50,-1320,500,230,362,multitask
sub-024,G01,-25,NA,-1275,1250,NA,376,monotask
sub-024,G02,385,200,-1195,500,880,373,multitask
sub-024,G03,820,NA,-430,1250,NA,417,monotask
sub-024,G04,760,450,-1050,500,860,372,multitask
sub-024,G05,1240,NA,-510,1750,NA,418,monotask
sub-024,G06,240,250,-1630,750,870,384,multitask
sub-024,G07,1065,NA,-435,1500,NA,458,monotask
sub-024,G08,1180,600,-1120,750,950,394,multitask
sub-024,G09,2320,NA,-430,2750,NA,521,monotask
sub-024,G10,1295,550,-1155,1000,900,403,multitask
sub-025,G01,3095,NA,-155,3250,NA,516,monotask
sub-025,G02,1445,200,-505,1500,250,390,multitask
sub-025,G03,2695,NA,-805,3500,NA,578,monotask
sub-025,G04,2600,400,-680,2000,880,479,multitask
sub-025,G05,4170,NA,-580,4750,NA,706,monotask
sub-025,G06,2790,300,-730,2500,720,515,multitask
sub-025,G07,4935,NA,-315,5250,NA,734,monotask
sub-025,G08,-1350,-200,-2260,1000,110,436,multitask
sub-025,G09,5720,NA,-280,6000,NA,827,monotask
sub-025,G10,3020,100,-710,3000,630,605,multitask
sub-026,G01,2500,NA,NA,2500,NA,456,monotask
sub-026,G02,1835,250,-435,1250,770,478,multitask
sub-026,G03,1965,NA,-35,2000,NA,644,monotask
sub-026,G04,365,150,-85,750,-450,381,multitask
sub-026,G05,1665,NA,-85,1750,NA,394,monotask
sub-026,G06,1000,100,-400,750,550,345,multitask
sub-026,G07,1250,NA,NA,1250,NA,333,monotask
sub-026,G08,1520,50,-100,1000,570,367,multitask
sub-026,G09,2250,NA,NA,2250,NA,359,monotask
sub-026,G10,2140,150,-100,1250,840,328,multitask
sub-027,G01,965,NA,-35,1000,NA,402,monotask
sub-027,G02,445,250,-875,250,820,320,multitask
sub-027,G03,930,NA,-70,1000,NA,397,monotask
sub-027,G04,1290,200,-170,500,760,340,multitask
sub-027,G05,1465,NA,-35,1500,NA,415,monotask
sub-027,G06,1110,150,-210,500,670,342,multitask
sub-027,G07,1415,NA,-85,1500,NA,388,monotask
sub-027,G08,2205,450,-85,1000,840,363,multitask
sub-027,G09,2000,NA,NA,2000,NA,424,monotask
sub-027,G10,1470,200,-270,750,790,374,multitask
sub-028,G01,545,NA,-455,1000,NA,356,monotask
sub-028,G02,-50,450,-1410,500,410,303,multitask
sub-028,G03,1145,NA,-105,1250,NA,317,monotask
sub-028,G04,1555,800,-625,1000,380,311,multitask
sub-028,G05,990,NA,-510,1500,NA,347,monotask
sub-028,G06,1035,550,-705,500,690,298,multitask
sub-028,G07,1165,NA,-85,1250,NA,335,monotask
sub-028,G08,1420,350,-490,750,810,315,multitask
sub-028,G09,1165,NA,-335,1500,NA,330,monotask
sub-028,G10,655,450,-1075,500,780,321,multitask
sub-029,G01,245,NA,-755,1000,NA,434,monotask
sub-029,G02,-875,200,-1425,250,100,419,multitask
sub-029,G03,-920,NA,-1420,500,NA,370,monotask
sub-029,G04,-1865,200,-2415,250,100,467,multitask
sub-029,G05,265,NA,-735,1000,NA,439,monotask
sub-029,G06,-55,100,-855,500,200,517,multitask
sub-029,G07,1450,NA,-50,1500,NA,412,monotask
sub-029,G08,180,350,-1020,750,100,451,multitask
sub-029,G09,330,NA,-670,1000,NA,447,monotask
sub-029,G10,330,NA,-670,1000,NA,447,multitask
sub-030,G01,1000,NA,NA,1000,NA,360,monotask
sub-030,G02,1095,700,-755,500,650,366,multitask
sub-030,G03,815,NA,-185,1000,NA,361,monotask
sub-030,G04,1180,450,-450,500,680,366,multitask
sub-030,G05,1250,NA,NA,1250,NA,377,monotask
sub-030,G06,2030,350,-50,750,980,354,multitask
sub-030,G07,1750,NA,NA,1750,NA,412,monotask
sub-030,G08,1840,300,-170,750,960,394,multitask
sub-030,G09,2080,NA,-170,2250,NA,434,monotask
sub-030,G10,2590,600,-150,1250,890,402,multitask
sub-031,G01,1215,NA,-35,1250,NA,524,monotask
sub-031,G02,380,200,-970,500,650,435,multitask
sub-031,G03,1750,NA,NA,1750,NA,471,monotask
sub-031,G04,2310,850,-400,1000,860,462,multitask
sub-031,G05,1900,NA,-350,2250,NA,488,monotask
sub-031,G06,2200,600,-470,1250,820,485,multitask
sub-031,G07,825,NA,-1175,2000,NA,590,monotask
sub-031,G08,2380,550,-150,1000,980,484,multitask
sub-031,G09,1915,NA,-335,2250,NA,599,monotask
sub-031,G10,1615,500,-485,750,850,497,multitask
sub-032,G01,2415,NA,-85,2500,NA,482,monotask
sub-032,G02,2145,500,-255,1000,900,462,multitask
sub-032,G03,2465,NA,-35,2500,NA,496,monotask
sub-032,G04,2685,700,-185,1250,920,454,multitask
sub-032,G05,2900,NA,-100,3000,NA,506,monotask
sub-032,G06,2220,600,-400,1000,1020,470,multitask
sub-032,G07,3750,NA,NA,3750,NA,537,monotask
sub-032,G08,2270,450,-150,1000,970,454,multitask
sub-032,G09,4865,NA,-135,5000,NA,574,monotask
sub-032,G10,2365,550,-485,1500,800,451,multitask
sub-033,G01,1000,NA,NA,1000,NA,376,monotask
sub-033,G02,490,50,-260,250,450,353,multitask
sub-033,G03,1750,NA,NA,1750,NA,364,monotask
sub-033,G04,1705,250,-255,750,960,321,multitask
sub-033,G05,2250,NA,NA,2250,NA,356,monotask
sub-033,G06,1870,150,-100,750,1070,373,multitask
sub-033,G07,2200,NA,-50,2250,NA,358,monotask
sub-033,G08,2030,400,-590,1250,970,336,multitask
sub-033,G09,2500,NA,NA,2500,NA,367,monotask
sub-033,G10,2720,500,-100,1250,1070,361,multitask
sub-034,G01,1250,NA,NA,1250,NA,334,monotask
sub-034,G02,-285,200,-925,NA,440,320,multitask
sub-034,G03,1700,NA,-50,1750,NA,399,monotask
sub-034,G04,-340,-50,-840,250,300,299,multitask
sub-034,G05,-140,NA,-1140,1000,NA,389,monotask
sub-034,G06,525,400,-1085,500,710,337,multitask
sub-034,G07,765,NA,-985,1750,NA,392,monotask
sub-034,G08,215,150,-605,250,420,323,multitask
sub-034,G09,1760,NA,-490,2250,NA,467,monotask
sub-034,G10,-180,50,-650,500,-80,325,multitask
sub-035,G01,-490,NA,-740,250,NA,418,monotask
sub-035,G02,-635,-100,-855,NA,320,327,multitask
sub-035,G03,-385,NA,-635,250,NA,329,monotask
sub-035,G04,-1060,-50,-1390,NA,380,301,multitask
sub-035,G05,200,NA,-50,250,NA,318,monotask
sub-035,G06,-340,-50,-670,NA,380,303,multitask
sub-035,G07,665,NA,-85,750,NA,348,monotask
sub-035,G08,695,150,-485,500,530,303,multitask
sub-035,G09,-505,NA,-1005,500,NA,327,monotask
sub-035,G10,890,150,-670,500,910,284,multitask
sub-036,G01,715,NA,-35,750,NA,308,monotask
sub-036,G02,1365,300,-185,500,750,324,multitask
sub-036,G03,915,NA,-85,1000,NA,329,monotask
sub-036,G04,725,350,-505,500,380,320,multitask
sub-036,G05,1000,NA,NA,1000,NA,291,monotask
sub-036,G06,1515,600,-335,500,750,296,multitask
sub-036,G07,1065,NA,-185,1250,NA,287,monotask
sub-036,G08,1745,650,-335,750,680,310,multitask
sub-036,G09,950,NA,-50,1000,NA,309,monotask
sub-036,G10,1335,350,-135,500,620,282,multitask
sub-037,G01,710,NA,-290,1000,NA,234,monotask
sub-037,G02,720,400,-1010,750,580,248,multitask
sub-037,G03,-315,NA,-1315,1000,NA,241,monotask
sub-037,G04,1035,250,-615,500,900,225,multitask
sub-037,G05,155,NA,-845,1000,NA,234,monotask
sub-037,G06,215,400,-1295,500,610,220,multitask
sub-037,G07,455,NA,-295,750,NA,285,monotask
sub-037,G08,-245,200,-1525,500,580,269,multitask
sub-037,G09,680,NA,-70,750,NA,311,monotask
sub-037,G10,695,250,-825,500,770,258,multitask
sub-038,G01,1065,NA,-185,1250,NA,347,monotask
sub-038,G02,1245,450,-325,500,620,353,multitask
sub-038,G03,1165,NA,-85,1250,NA,360,monotask
sub-038,G04,375,200,-925,500,600,359,multitask
sub-038,G05,1745,NA,-255,2000,NA,357,monotask
sub-038,G06,1225,500,-755,750,730,327,multitask
sub-038,G07,1150,NA,-350,1500,NA,381,monotask
sub-038,G08,1880,800,-350,750,680,356,multitask
sub-038,G09,1295,NA,-455,1750,NA,380,monotask
sub-038,G10,1655,1000,-485,500,640,386,multitask
sub-039,G01,280,NA,-720,1000,NA,332,monotask
sub-039,G02,430,100,-860,500,690,347,multitask
sub-039,G03,850,NA,-150,1000,NA,400,monotask
sub-039,G04,620,400,-490,250,460,405,multitask
sub-039,G05,-330,NA,-1330,1000,NA,364,monotask
sub-039,G06,40,350,-1210,250,650,365,multitask
sub-039,G07,545,NA,-205,750,NA,364,monotask
sub-039,G08,1220,250,-170,250,890,366,multitask
sub-039,G09,1065,NA,-185,1250,NA,356,monotask
sub-039,G10,1100,700,-660,500,560,352,multitask
sub-040,G01,2250,NA,NA,2250,NA,352,monotask
sub-040,G02,2420,500,-50,1000,970,377,multitask
sub-040,G03,2900,NA,-100,3000,NA,427,monotask
sub-040,G04,2130,-50,NA,1000,1180,390,multitask
sub-040,G05,2950,NA,-50,3000,NA,437,monotask
sub-040,G06,3000,850,-50,1250,950,392,multitask
sub-040,G07,3585,NA,-415,4000,NA,577,monotask
sub-040,G08,3730,1150,-300,1750,1130,411,multitask
sub-040,G09,3500,NA,NA,3500,NA,435,monotask
sub-040,G10,3620,800,-50,1750,1120,368,multitask
sub-041,G01,1750,NA,NA,1750,NA,452,monotask
sub-041,G02,635,250,-625,750,260,398,multitask
sub-041,G03,1750,NA,NA,1750,NA,494,monotask
sub-041,G04,860,400,-150,500,110,406,multitask
sub-041,G05,2000,NA,NA,2000,NA,470,monotask
sub-041,G06,1715,250,-335,1000,800,443,multitask
sub-041,G07,3680,NA,-70,3750,NA,592,monotask
sub-041,G08,1520,150,-650,1250,770,432,multitask
sub-041,G09,3575,NA,-175,3750,NA,581,monotask
sub-041,G10,1520,50,-680,1250,900,457,multitask
sub-042,G01,415,NA,-85,500,NA,373,monotask
sub-042,G02,-1990,-600,-1340,NA,-50,326,multitask
sub-042,G03,750,NA,-750,1500,NA,503,monotask
sub-042,G04,-765,-50,-1015,250,50,451,multitask
sub-042,G05,375,NA,-625,1000,NA,500,monotask
sub-042,G06,-1660,-100,-1610,NA,50,398,multitask
sub-042,G07,160,NA,-1340,1500,NA,429,monotask
sub-042,G08,-725,-200,-1175,500,150,363,multitask
sub-042,G09,770,NA,-980,1750,NA,629,monotask
sub-042,G10,-1260,-550,-910,250,-50,388,multitask
sub-043,G01,750,NA,NA,750,NA,382,monotask
sub-043,G02,1150,400,-150,250,650,348,multitask
sub-043,G03,1000,NA,NA,1000,NA,370,monotask
sub-043,G04,1760,400,-50,500,910,409,multitask
sub-043,G05,715,NA,-35,750,NA,379,monotask
sub-043,G06,1735,550,-185,500,870,416,multitask
sub-043,G07,1000,NA,NA,1000,NA,424,monotask
sub-043,G08,1060,-50,-50,500,660,382,multitask
sub-043,G09,1500,NA,NA,1500,NA,436,monotask
sub-043,G10,1220,200,-120,500,640,415,multitask
sub-044,G01,-1310,NA,-1560,250,NA,251,monotask
sub-044,G02,-1915,-150,-1965,NA,200,247,multitask
sub-044,G03,-1390,NA,-1640,250,NA,231,monotask
sub-044,G04,-2145,50,-2295,NA,100,204,multitask
sub-044,G05,-750,NA,-1000,250,NA,287,monotask
sub-044,G06,-1580,50,-1680,NA,50,210,multitask
sub-044,G07,-930,NA,-930,NA,NA,273,monotask
sub-044,G08,-1400,0,-1560,NA,160,250,multitask
sub-044,G09,-575,NA,-825,250,NA,278,monotask
sub-044,G10,-975,-50,-1385,NA,460,225,multitask
sub-045,G01,-630,NA,-880,250,NA,560,monotask
sub-045,G02,525,100,-555,500,480,603,multitask
sub-045,G03,105,NA,-645,750,NA,678,monotask
sub-045,G04,500,400,-700,250,550,599,multitask
sub-045,G05,855,NA,-395,1250,NA,722,monotask
sub-045,G06,910,300,-730,750,590,735,multitask
sub-045,G07,455,NA,-545,1000,NA,703,monotask
sub-045,G08,655,350,-995,750,550,725,multitask
